[ 2012-08-21T14:13:47+08:00 ] /Index.php?s=/Chanpin/shenhe/type/%E6%94%B6%E6%94%AF%E9%A1%B9 | SQL: SHOW COLUMNS FROM `myerpview_system_taskshenhe` [ RunTime:0.002697s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SHOW COLUMNS FROM `myerp_dataOM` [ RunTime:0.002546s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SELECT DISTINCT  `dataID` FROM `myerp_dataOM` WHERE ( `dataID` = 31606 ) AND ( `datatype` = '报账单' ) AND ( `type` = '管理' ) AND ( `DUR` = '40150,,' ) LIMIT 1   [ RunTime:0.000832s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SELECT DISTINCT  `dataID` FROM `myerp_dataOM` WHERE ( `dataID` = 31606 ) AND ( `datatype` = '报账单' ) AND ( `type` = '管理' ) AND ( `DUR` = '40150,40185,40449' ) LIMIT 1   [ RunTime:0.000769s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SELECT DISTINCT  `dataID` FROM `myerp_dataOM` WHERE ( `dataID` = 31606 ) AND ( `datatype` = '报账单' ) AND ( `type` = '管理' ) AND ( `DUR` = '40150,40185,' ) LIMIT 1   [ RunTime:0.000771s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SELECT DISTINCT  `dataID` FROM `myerp_dataOM` WHERE ( `dataID` = 31606 ) AND ( `datatype` = '报账单' ) AND ( `type` = '管理' ) AND ( `DUR` = '40150,,40449' ) LIMIT 1   [ RunTime:0.000760s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SELECT DISTINCT  `dataID` FROM `myerp_dataOM` WHERE ( `dataID` = 31606 ) AND ( `datatype` = '报账单' ) AND ( `type` = '管理' ) AND ( `DUR` = ',40185,40449' ) LIMIT 1   [ RunTime:0.000760s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SELECT DISTINCT  `dataID` FROM `myerp_dataOM` WHERE ( `dataID` = 31606 ) AND ( `datatype` = '报账单' ) AND ( `type` = '管理' ) AND ( `DUR` = ',40185,' ) LIMIT 1   [ RunTime:0.000741s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SELECT DISTINCT  `dataID` FROM `myerp_dataOM` WHERE ( `dataID` = 31606 ) AND ( `datatype` = '报账单' ) AND ( `type` = '管理' ) AND ( `DUR` = ',,40449' ) LIMIT 1   [ RunTime:0.000740s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SELECT DISTINCT  `dataID` FROM `myerp_dataOM` WHERE ( `dataID` = 31606 ) AND ( `datatype` = '报账单' ) AND ( `type` = '管理' ) AND ( `DUR` = '40178,,' ) LIMIT 1   [ RunTime:0.000755s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SELECT DISTINCT  `dataID` FROM `myerp_dataOM` WHERE ( `dataID` = 31606 ) AND ( `datatype` = '报账单' ) AND ( `type` = '管理' ) AND ( `DUR` = '40178,40189,40449' ) LIMIT 1   [ RunTime:0.000732s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SHOW COLUMNS FROM `myerpview_system_roles` [ RunTime:0.002855s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SELECT * FROM `myerpview_system_roles` WHERE `systemID` = '40189' LIMIT 1   [ RunTime:0.000370s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SHOW COLUMNS FROM `myerpview_system_department` [ RunTime:0.002976s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SELECT * FROM `myerpview_system_department` WHERE `systemID` = '40178' LIMIT 1   [ RunTime:0.000357s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SHOW COLUMNS FROM `myerp_dataShenhe` [ RunTime:0.002569s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SELECT * FROM `myerp_dataShenhe` WHERE `datatype` = '报账单' and `processID` = '2'  [ RunTime:0.000198s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | NOTIC: [8] Use of undefined constant title - assumed 'title' b3ca15738a217ec51d32d3ed7f8e035a.php 第 118 行.
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.002805s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000312s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SHOW COLUMNS FROM `myerp_chanpin` [ RunTime:0.002745s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SHOW COLUMNS FROM `myerpview_system_taskshenhe` [ RunTime:0.002795s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | NOTIC: [8] Undefined variable: processID MethodAction.class.php 第 1031 行.
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SELECT * FROM `myerpview_system_taskshenhe` WHERE `dataID` = '31606' and `datatype` = '报账单' and `status` = '批准' AND (`status_system` = '1') LIMIT 1   [ RunTime:0.000497s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SHOW COLUMNS FROM `myerpview_system_taskshenhe` [ RunTime:0.002812s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | NOTIC: [8] Undefined variable: processID MethodAction.class.php 第 1020 行.
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SELECT * FROM `myerpview_system_taskshenhe` WHERE `dataID` = '31606' and `datatype` = '报账单' and `status` = '待检出' AND (`status_system` = '1') LIMIT 1   [ RunTime:0.000498s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Run ParseTemplate Behavior [ RunTime:0.054121s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.006057s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Tag[ view_filter ] --START--
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Run ContentReplace Behavior [ RunTime:0.000056s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Run TokenBuild Behavior [ RunTime:0.000047s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000014s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Run ShowRuntime Behavior [ RunTime:0.000054s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.059071s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Tag[ view_end ] --START--
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000019s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Tag[ view_end ] --END-- [ RunTime:-0.059009s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | NOTIC: [2] Invalid argument supplied for foreach() e80359ad20c1407d5d9244ad2b241f3d.php 第 213 行.
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | NOTIC: [2] Invalid argument supplied for foreach() e80359ad20c1407d5d9244ad2b241f3d.php 第 278 行.
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | NOTIC: [2] Invalid argument supplied for foreach() e80359ad20c1407d5d9244ad2b241f3d.php 第 342 行.
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.002876s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000325s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Tag[ view_template ] --START--
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Run LocationTemplate Behavior [ RunTime:0.000125s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Tag[ view_template ] --END-- [ RunTime:-0.093710s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Tag[ view_parse ] --START--
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Run ParseTemplate Behavior [ RunTime:0.001239s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.065236s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Tag[ view_filter ] --START--
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Run ContentReplace Behavior [ RunTime:0.000041s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Run TokenBuild Behavior [ RunTime:0.000039s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000011s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Run ShowRuntime Behavior [ RunTime:0.000053s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.065368s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Tag[ view_end ] --START--
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000018s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Tag[ view_end ] --END-- [ RunTime:-0.065277s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Run ParseTemplate Behavior [ RunTime:0.000083s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.065236s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Tag[ view_filter ] --START--
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Run ContentReplace Behavior [ RunTime:0.000143s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Run TokenBuild Behavior [ RunTime:0.000125s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000010s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Run ShowRuntime Behavior [ RunTime:0.000075s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.065804s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Tag[ view_end ] --START--
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000018s ]
[ 2012-08-21T14:22:21+08:00 ] /Index.php?s=/Chanpin/zituanbaozhang/chanpinID/31604/baozhangID/31606 | INFO: Tag[ view_end ] --END-- [ RunTime:-0.065934s ]
[ 2012-08-21T14:22:48+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Tag[ route_check ] --START--
[ 2012-08-21T14:22:48+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Run CheckRoute Behavior [ RunTime:0.000640s ]
[ 2012-08-21T14:22:48+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Tag[ route_check ] --END-- [ RunTime:0.000716s ]
[ 2012-08-21T14:22:48+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Tag[ app_begin ] --START--
[ 2012-08-21T14:22:48+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000393s ]
[ 2012-08-21T14:22:48+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000449s ]
[ 2012-08-21T14:22:48+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003076s ]
[ 2012-08-21T14:22:48+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000342s ]
[ 2012-08-21T14:22:48+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003109s ]
[ 2012-08-21T14:22:48+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000300s ]
[ 2012-08-21T14:22:48+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SHOW COLUMNS FROM `myerp_chanpin` [ RunTime:0.002471s ]
[ 2012-08-21T14:22:48+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SELECT * FROM `myerp_chanpin` WHERE `marktype` = 'dingdan' and `status` = '占位' AND (`status_system` = '1')  [ RunTime:0.000456s ]
[ 2012-08-21T14:22:48+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | NOTIC: [2] Invalid argument supplied for foreach() MethodAction.class.php 第 1347 行.
[ 2012-08-21T14:23:06+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Tag[ route_check ] --START--
[ 2012-08-21T14:23:06+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Run CheckRoute Behavior [ RunTime:0.000568s ]
[ 2012-08-21T14:23:06+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Tag[ route_check ] --END-- [ RunTime:0.000628s ]
[ 2012-08-21T14:23:06+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Tag[ app_begin ] --START--
[ 2012-08-21T14:23:06+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000446s ]
[ 2012-08-21T14:23:06+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000498s ]
[ 2012-08-21T14:23:06+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003019s ]
[ 2012-08-21T14:23:06+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000343s ]
[ 2012-08-21T14:23:06+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.002920s ]
[ 2012-08-21T14:23:06+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000346s ]
[ 2012-08-21T14:23:06+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SHOW COLUMNS FROM `myerp_chanpin` [ RunTime:0.002737s ]
[ 2012-08-21T14:23:06+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SELECT * FROM `myerp_chanpin` WHERE `marktype` = 'dingdan' and `status` = '占位' AND (`status_system` = '1')  [ RunTime:0.000491s ]
[ 2012-08-21T14:23:06+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | NOTIC: [2] Invalid argument supplied for foreach() MethodAction.class.php 第 1347 行.
[ 2012-08-21T14:23:08+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Tag[ route_check ] --START--
[ 2012-08-21T14:23:08+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Run CheckRoute Behavior [ RunTime:0.000864s ]
[ 2012-08-21T14:23:08+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Tag[ route_check ] --END-- [ RunTime:0.000953s ]
[ 2012-08-21T14:23:08+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Tag[ app_begin ] --START--
[ 2012-08-21T14:23:08+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000565s ]
[ 2012-08-21T14:23:08+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000638s ]
[ 2012-08-21T14:23:08+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003214s ]
[ 2012-08-21T14:23:08+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000377s ]
[ 2012-08-21T14:23:08+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003099s ]
[ 2012-08-21T14:23:08+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000335s ]
[ 2012-08-21T14:23:08+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SHOW COLUMNS FROM `myerp_chanpin` [ RunTime:0.002679s ]
[ 2012-08-21T14:23:08+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SELECT * FROM `myerp_chanpin` WHERE `marktype` = 'dingdan' and `status` = '占位' AND (`status_system` = '1')  [ RunTime:0.000498s ]
[ 2012-08-21T14:23:08+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | NOTIC: [2] Invalid argument supplied for foreach() MethodAction.class.php 第 1347 行.
[ 2012-08-21T14:23:12+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Tag[ route_check ] --START--
[ 2012-08-21T14:23:12+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Run CheckRoute Behavior [ RunTime:0.000662s ]
[ 2012-08-21T14:23:12+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Tag[ route_check ] --END-- [ RunTime:0.000731s ]
[ 2012-08-21T14:23:12+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Tag[ app_begin ] --START--
[ 2012-08-21T14:23:12+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000422s ]
[ 2012-08-21T14:23:12+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000473s ]
[ 2012-08-21T14:23:12+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003314s ]
[ 2012-08-21T14:23:12+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000363s ]
[ 2012-08-21T14:23:12+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003360s ]
[ 2012-08-21T14:23:12+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000337s ]
[ 2012-08-21T14:23:12+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SHOW COLUMNS FROM `myerp_chanpin` [ RunTime:0.002650s ]
[ 2012-08-21T14:23:12+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | SQL: SELECT * FROM `myerp_chanpin` WHERE `marktype` = 'dingdan' and `status` = '占位' AND (`status_system` = '1')  [ RunTime:0.000479s ]
[ 2012-08-21T14:23:12+08:00 ] /Index.php?s=/Xiaoshou/cleardingdan | NOTIC: [2] Invalid argument supplied for foreach() MethodAction.class.php 第 1347 行.
[ 2012-08-21T14:23:25+08:00 ] /Index.php?s=/Chanpin/doshenhe | INFO: Tag[ route_check ] --START--
[ 2012-08-21T14:23:25+08:00 ] /Index.php?s=/Chanpin/doshenhe | INFO: Run CheckRoute Behavior [ RunTime:0.001300s ]
[ 2012-08-21T14:23:25+08:00 ] /Index.php?s=/Chanpin/doshenhe | INFO: Tag[ route_check ] --END-- [ RunTime:0.001441s ]
[ 2012-08-21T14:23:25+08:00 ] /Index.php?s=/Chanpin/doshenhe | INFO: Tag[ app_begin ] --START--
[ 2012-08-21T14:23:25+08:00 ] /Index.php?s=/Chanpin/doshenhe | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000814s ]
[ 2012-08-21T14:23:25+08:00 ] /Index.php?s=/Chanpin/doshenhe | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000913s ]
[ 2012-08-21T14:23:25+08:00 ] /Index.php?s=/Chanpin/doshenhe | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.006487s ]
[ 2012-08-21T14:23:25+08:00 ] /Index.php?s=/Chanpin/doshenhe | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000521s ]
[ 2012-08-21T14:23:25+08:00 ] /Index.php?s=/Chanpin/doshenhe | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003484s ]
[ 2012-08-21T14:23:25+08:00 ] /Index.php?s=/Chanpin/doshenhe | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000407s ]
[ 2012-08-21T14:23:25+08:00 ] /Index.php?s=/Chanpin/doshenhe | SQL: SHOW COLUMNS FROM `myerp_dataShenhe` [ RunTime:0.002846s ]
[ 2012-08-21T14:23:25+08:00 ] /Index.php?s=/Chanpin/doshenhe | SQL: SELECT * FROM `myerp_dataShenhe` WHERE `datatype` = '报账单' and `processID` = '2'  [ RunTime:0.000279s ]
[ 2012-08-21T14:23:25+08:00 ] /Index.php?s=/Chanpin/doshenhe | SQL: SHOW COLUMNS FROM `myerpview_system_taskshenhe` [ RunTime:0.003456s ]
[ 2012-08-21T14:23:25+08:00 ] /Index.php?s=/Chanpin/doshenhe | NOTIC: [8] Undefined variable: processID MethodAction.class.php 第 1020 行.
[ 2012-08-21T14:23:25+08:00 ] /Index.php?s=/Chanpin/doshenhe | SQL: SELECT * FROM `myerpview_system_taskshenhe` WHERE `dataID` = '31606' and `datatype` = '报账单' and `status` = '待检出' AND (`status_system` = '1') LIMIT 1   [ RunTime:0.000636s ]
